,Global_active_power,Global_reactive_power,Voltage,Global_intensity,date,month,year,hour,minute,total_metering
17829,2.628,2.628,248.555,10.6,29,12,2006,2,33,0.0
509264,1.282,1.282,238.79,5.2,12,5,2007,9,8,18.0
34758,1.912,1.912,237.63,8.0,1,9,2007,20,42,0.0
789103,0.33,0.33,243.37,1.6,16,6,2008,17,7,1.0
615769,1.41,1.41,243.14,5.8,17,2,2008,8,13,18.0
1762473,0.502,0.502,244.11,2.4,23,4,2010,15,57,2.0
1910579,0.158,0.158,242.61,0.6,8,4,2010,12,23,0.0
2059465,1.466,1.466,236.95,6.2,15,11,2010,21,49,1.0
546569,1.336,1.336,244.45,5.4,31,12,2007,6,53,18.0
1811607,0.494,0.494,240.16,2.0,27,5,2010,18,51,0.0
415525,1.324,1.324,241.37,5.4,10,1,2007,6,49,0.0
450334,1.304,1.304,236.83,5.4,25,10,2007,10,58,17.0
962834,2.034,2.034,240.6,8.4,15,10,2008,8,38,29.0
363303,0.268,0.268,239.49,1.2,26,8,2007,0,27,0.0
1646487,0.422,0.422,243.44,1.8,2,2,2010,2,51,2.0
533888,1.404,1.404,238.49,5.8,22,12,2007,11,32,19.0
155529,0.228,0.228,243.02,1.0,4,3,2007,17,33,0.0
59167,2.12,2.12,238.97,9.0,26,1,2007,19,31,0.0
421147,0.278,0.278,240.58,1.2,10,5,2007,4,31,0.0
235082,0.266,0.266,239.39,1.2,28,5,2007,23,26,0.0
251649,0.474,0.474,240.88,2.4,6,9,2007,11,33,2.0
1802789,1.254,1.254,240.95,6.0,21,5,2010,15,53,0.0
1366387,0.242,0.242,240.42,1.0,22,7,2009,14,31,1.0
1421179,3.347,3.347,236.96,13.9,29,8,2009,15,43,45.0
1688990,0.352,0.352,243.82,1.4,3,3,2010,15,14,2.0
786295,0.692,0.692,241.66,4.0,14,6,2008,18,19,3.0
692858,3.342,3.342,233.87,13.9,4,10,2008,21,2,31.0
1496941,1.322,1.322,243.09,5.4,21,10,2009,6,25,18.0
75294,0.394,0.394,244.2,1.8,2,7,2007,0,18,2.0
1259564,1.41,1.41,242.08,5.8,5,9,2009,10,8,18.0
223789,0.23,0.23,236.38,1.0,21,5,2007,3,13,0.0
568910,0.538,0.538,235.92,2.8,15,1,2008,19,14,0.0
50522,3.347,3.347,233.23499999999996,13.9,20,1,2007,19,26,45.0
331320,0.136,0.136,233.4,0.6,8,3,2007,19,24,0.0
1405352,1.348,1.348,240.65,5.6,18,8,2009,15,56,20.0
676212,0.288,0.288,243.33,1.2,30,3,2008,7,36,0.0
1967885,3.11,3.11,237.81,13.4,13,9,2010,7,29,17.0
2074262,0.296,0.296,245.19,1.2,26,11,2010,4,26,2.0
1155921,1.328,1.328,237.81,5.6,26,2,2009,10,45,17.0
1143362,0.404,0.404,242.88,1.6,17,2,2009,17,26,0.0
1953958,0.722,0.722,240.7,3.4,9,3,2010,15,22,9.0
724859,0.4,0.4,241.18,1.8,5,3,2008,2,23,0.0
629296,0.212,0.212,240.52,0.8,26,2,2008,17,40,0.0
2015252,0.328,0.328,246.85,1.4,16,10,2010,4,56,1.0
1182865,0.216,0.216,242.38,0.8,17,3,2009,3,49,0.0
1153443,1.358,1.358,241.35,5.6,24,2,2009,17,27,17.0
1108300,1.992,1.992,242.68,8.4,24,1,2009,9,4,20.0
1340448,2.414,2.414,237.41,10.2,7,4,2009,14,12,30.0
922370,0.154,0.154,241.79,0.6,17,9,2008,6,14,0.0
1263659,2.178,2.178,242.73,9.0,5,12,2009,6,23,20.0
1124313,1.44,1.44,245.39,5.8,2,4,2009,11,57,20.0
1518498,0.316,0.316,242.29,1.4,11,5,2009,5,42,3.0
711221,0.286,0.286,246.63,1.2,23,4,2008,15,5,1.0
185213,0.11,0.11,234.45,0.6,24,4,2007,8,17,0.0
1969465,3.347,3.347,234.8,13.9,14,9,2010,9,49,45.0
566822,2.832,2.832,236.88,12.0,14,1,2008,8,26,18.0
783589,0.83,0.83,240.71,3.4,6,12,2008,21,13,2.0
609007,1.912,1.912,242.8,8.0,2,12,2008,15,31,20.0
1507409,1.422,1.422,240.84,5.8,28,10,2009,12,53,19.0
490090,0.32,0.32,242.48,1.4,22,11,2007,1,34,0.0
1005721,0.29,0.29,243.73,1.4,14,11,2008,3,25,0.0
771511,1.682,1.682,233.23499999999996,8.0,6,4,2008,11,55,21.0
847888,0.322,0.322,239.2,1.6,27,7,2008,12,52,0.0
288603,0.256,0.256,242.62,1.2,7,5,2007,3,27,0.0
467595,1.28,1.28,239.36,5.2,11,6,2007,10,39,17.0
1997321,0.438,0.438,241.19,1.8,10,3,2010,18,5,1.0
479291,1.334,1.334,239.66,5.6,14,11,2007,13,35,18.0
731113,0.254,0.254,240.58,1.0,5,7,2008,10,37,0.0
1826636,0.254,0.254,242.59,1.0,6,7,2010,5,20,1.0
143276,0.368,0.368,241.18,1.8,26,3,2007,5,20,1.0
1091138,1.284,1.284,241.54,5.2,1,12,2009,11,2,18.0
1562229,0.46,0.46,244.93,2.0,12,5,2009,14,33,1.0
866515,0.08,0.08,240.75,0.2,8,9,2008,11,19,0.0
1077165,3.347,3.347,239.35,13.9,1,2,2009,18,9,18.0
880340,0.266,0.266,240.54,1.4,19,8,2008,1,44,2.0
1993489,0.404,0.404,241.04,1.8,10,1,2010,2,13,1.0
1485804,1.396,1.396,241.33,5.8,13,10,2009,12,48,19.0
728389,0.452,0.452,238.08,2.2,5,5,2008,13,13,2.0
896548,0.08,0.08,239.43,0.2,30,8,2008,7,52,1.0
1307695,0.808,0.808,240.9,3.6,6,11,2009,20,19,0.0
346710,1.162,1.162,233.23499999999996,5.0,14,8,2007,11,54,16.0
1506190,0.292,0.292,242.59,1.2,27,10,2009,16,34,1.0
1925570,0.314,0.314,240.24,1.6,14,8,2010,22,14,1.0
2068311,0.324,0.324,242.96,1.4,22,11,2010,1,15,0.0
1061500,2.556,2.556,240.34,10.6,22,12,2008,21,4,20.0
1760726,2.06,2.06,242.14,8.4,22,4,2010,10,50,19.0
2056215,1.182,1.182,239.67,5.0,13,11,2010,15,39,1.0
441259,0.326,0.326,241.6,1.4,19,10,2007,3,43,0.0
131890,3.347,3.347,240.52,13.9,18,3,2007,7,34,42.0
764197,1.582,1.582,235.56,6.8,30,5,2008,10,1,21.0
652479,2.556,2.556,234.18,10.8,13,3,2008,20,3,17.0
1148770,1.2,1.2,240.45,5.8,21,2,2009,11,34,0.0
755452,1.38,1.38,239.45,5.8,24,5,2008,8,16,19.0
911343,0.274,0.274,240.22,1.2,9,9,2008,14,27,1.0
897007,0.144,0.144,239.56,0.8,30,8,2008,15,31,0.0
685131,1.83,1.83,240.13,7.8,4,5,2008,12,15,18.0
1049963,2.48,2.48,238.12,10.4,14,12,2008,20,47,17.0
489752,1.556,1.556,236.09,6.6,21,11,2007,19,56,0.0
1354267,0.132,0.132,244.2,0.6,14,7,2009,4,31,0.0
96284,0.294,0.294,244.21,1.2,21,2,2007,14,8,0.0
50436,3.212,3.212,233.23499999999996,13.8,20,1,2007,18,0,18.0
661455,0.472,0.472,242.89,2.2,20,3,2008,1,39,1.0
89843,0.328,0.328,242.4,1.4,17,2,2007,2,47,0.0
1077780,0.362,0.362,246.55,1.6,1,3,2009,4,24,1.0
1484393,0.398,0.398,242.85,1.8,10,12,2009,13,17,0.0
1096967,0.358,0.358,240.75,1.6,16,1,2009,12,11,0.0
1223404,2.668,2.668,237.29,11.2,14,4,2009,7,28,29.0
1041073,0.388,0.388,246.59,1.8,12,8,2008,16,37,0.0
1141201,0.43,0.43,247.21,1.8,16,2,2009,5,25,0.0
691100,0.356,0.356,245.29,1.4,4,9,2008,15,44,1.0
792602,0.238,0.238,241.32,1.0,19,6,2008,3,26,0.0
1911676,0.256,0.256,242.64,1.2,8,5,2010,6,40,1.0
1028621,1.456,1.456,243.54,6.0,30,11,2008,1,5,18.0
424303,0.428,0.428,242.13,2.0,10,7,2007,9,7,0.0
1740201,0.254,0.254,243.26,1.0,4,8,2010,4,45,1.0
1311859,0.608,0.608,240.7980573828573,2.6,14,6,2009,17,43,1.0
1148510,0.23,0.23,241.06,1.0,21,2,2009,7,14,0.0
1573731,1.766,1.766,244.03,7.2,13,12,2009,14,15,21.0
1426213,0.992,0.992,243.33,4.2,9,2,2009,3,37,13.0
816478,1.452,1.452,241.73,6.0,7,5,2008,17,22,18.0
285815,0.356,0.356,240.07,1.6,7,3,2007,4,59,0.0
278857,1.494,1.494,234.82,6.4,28,6,2007,9,1,18.0
145675,3.347,3.347,234.07,13.9,27,3,2007,21,19,34.0
1410758,1.794,1.794,241.68,7.6,22,8,2009,10,2,29.0
1782644,1.356,1.356,234.46,5.8,5,7,2010,16,8,17.0
1371871,0.836,0.836,239.99,3.4,26,7,2009,9,55,13.0
1713725,0.608,0.608,240.7980573828573,2.6,20,3,2010,19,29,1.0
1246428,1.832,1.832,241.13,7.6,30,4,2009,7,12,18.0
386417,0.28,0.28,241.76,1.4,9,11,2007,1,41,1.0
1397727,0.608,0.608,240.7980573828573,2.6,13,8,2009,8,51,1.0
1579115,1.692,1.692,241.96,7.0,17,12,2009,7,59,18.0
144193,2.4,2.4,233.76,10.4,26,3,2007,20,37,18.0
942316,0.238,0.238,243.06,1.0,10,1,2008,2,40,0.0
1373361,0.334,0.334,242.2,1.6,27,7,2009,10,45,3.0
434331,0.266,0.266,240.77,1.0,14,10,2007,8,15,0.0
382022,0.19,0.19,241.43,0.8,9,8,2007,0,26,2.0
1195235,0.322,0.322,243.44,1.4,25,3,2009,17,59,0.0
1232101,1.438,1.438,239.49,6.0,20,4,2009,8,25,18.0
1389885,0.238,0.238,240.08,1.0,8,7,2009,22,9,1.0
1603409,0.286,0.286,247.21,1.2,1,3,2010,4,53,1.0
245174,0.62,0.62,239.14,3.0,6,4,2007,23,38,1.0
313644,0.512,0.512,235.07,2.4,22,7,2007,12,48,1.0
662407,0.39,0.39,242.94,1.6,20,3,2008,17,31,0.0
342975,0.208,0.208,236.81,1.0,8,11,2007,21,39,0.0
1197001,1.496,1.496,245.31,6.0,26,3,2009,23,25,18.0
5362,1.25,1.25,239.27,5.2,20,12,2006,10,46,17.0
310502,0.44,0.44,234.29,2.2,20,7,2007,8,26,1.0
245560,0.19,0.19,237.09,0.8,6,5,2007,6,4,0.0
1118317,2.78,2.78,243.2,11.4,31,1,2009,8,1,18.0
1453208,1.86,1.86,241.41,7.6,20,9,2009,21,32,2.0
1407765,0.718,0.718,240.18,3.4,20,8,2009,8,9,5.0
985765,0.366,0.366,240.93,1.6,31,10,2008,6,49,0.0
1135728,1.372,1.372,238.03,5.8,2,12,2009,10,12,17.0
741343,0.318,0.318,239.59,1.6,14,5,2008,13,7,1.0
2029073,0.698,0.698,238.87,3.0,25,10,2010,19,17,2.0
202216,1.248,1.248,236.78,5.2,5,6,2007,3,40,19.0
551472,2.286,2.286,241.78,11.2,1,3,2008,16,36,0.0
1678044,0.352,0.352,240.52,1.4,24,2,2010,0,48,1.0
240297,0.292,0.292,234.4,1.2,6,1,2007,14,21,1.0
577728,2.54,2.54,238.25,10.6,21,1,2008,22,12,0.0
2054502,1.304,1.304,239.03,5.4,11,12,2010,11,6,18.0
589190,2.21,2.21,237.45,9.4,29,1,2008,21,14,0.0
985583,0.4,0.4,243.63,1.8,31,10,2008,3,47,1.0
1553846,2.06,2.06,240.99,8.4,29,11,2009,18,50,1.0
919835,0.378,0.378,242.72,1.8,15,9,2008,11,59,1.0
145976,0.298,0.298,243.48,1.4,28,3,2007,2,20,1.0
740386,0.354,0.354,244.37,1.8,13,5,2008,21,10,0.0
1340362,1.526,1.526,239.01,6.4,7,4,2009,12,46,19.0
1835744,1.75,1.75,238.18,7.4,13,6,2010,13,8,19.0
1600560,0.614,0.614,240.59,2.6,1,1,2010,5,24,1.0
227972,0.382,0.382,237.8,1.8,24,5,2007,0,56,0.0
1526735,0.388,0.388,244.36,1.6,11,10,2009,22,59,1.0
928341,1.528,1.528,237.83,6.4,21,9,2008,9,45,21.0
747569,3.347,3.347,237.29,13.9,18,5,2008,20,53,45.0
1081122,1.398,1.398,244.06,5.6,1,5,2009,12,6,18.0
981725,0.29,0.29,244.02,1.2,28,10,2008,11,29,0.0
116543,1.304,1.304,242.61,5.4,3,7,2007,15,47,18.0
443462,1.996,1.996,241.71,8.2,20,10,2007,16,26,18.0
569443,0.58,0.58,243.92,2.6,16,1,2008,4,7,2.0
1888816,0.262,0.262,239.6,1.2,20,7,2010,9,40,1.0
381746,1.634,1.634,238.39,7.0,9,7,2007,19,50,1.0
555290,0.226,0.226,243.39,1.0,1,6,2008,8,14,0.0
117014,0.318,0.318,243.39,1.4,3,7,2007,23,38,2.0
567081,1.446,1.446,239.23,6.0,14,1,2008,12,45,17.0
1634398,1.42,1.42,235.09,6.0,24,1,2010,17,22,0.0
1712614,1.306,1.306,240.03,5.4,20,3,2010,0,58,18.0
1685803,0.346,0.346,240.95,1.4,3,1,2010,10,7,1.0
1273239,1.48,1.48,239.62,6.2,18,5,2009,22,3,1.0
936818,3.347,3.347,235.11,13.9,27,9,2008,7,2,19.0
1752446,1.43,1.43,242.17,5.8,16,4,2010,16,50,19.0
14916,0.396,0.396,248.2,1.8,27,12,2006,2,0,0.0
1305935,0.436,0.436,240.3,2.0,6,10,2009,14,59,0.0
1616799,1.456,1.456,243.62,6.0,1,12,2010,12,3,18.0
1446261,0.192,0.192,240.96,0.8,16,9,2009,1,45,1.0
209625,0.776,0.776,236.14,4.4,5,11,2007,7,9,1.0
863203,0.082,0.082,240.52,0.2,8,7,2008,4,7,1.0
208573,0.222,0.222,236.22,1.0,5,10,2007,13,37,0.0
1379231,0.152,0.152,245.19,0.6,31,7,2009,12,35,1.0
1786705,1.41,1.41,240.81,5.8,5,10,2010,11,49,18.0
1533468,0.302,0.302,246.22,1.2,15,11,2009,15,12,1.0
545865,3.347,3.347,234.48,13.9,30,12,2007,19,9,18.0
234908,2.162,2.162,235.66,9.2,28,5,2007,20,32,18.0
346183,0.214,0.214,237.61,0.8,14,8,2007,3,7,0.0
663419,1.44,1.44,238.23,6.0,21,3,2008,10,23,18.0
1537537,1.854,1.854,239.51,8.0,18,11,2009,11,1,24.0
2026977,0.354,0.354,243.15,1.4,24,10,2010,8,21,2.0
1315557,1.282,1.282,242.54,5.2,17,6,2009,7,21,19.0
1453410,2.098,2.098,240.73,8.8,21,9,2009,0,54,30.0
1806731,0.392,0.392,241.52,1.6,24,5,2010,9,35,1.0
1807223,2.31,2.31,239.39,9.8,24,5,2010,17,47,31.0
1697822,0.87,0.87,239.36,3.6,3,9,2010,18,26,2.0
2060863,2.662,2.662,239.56,11.0,16,11,2010,21,7,18.0
458615,0.208,0.208,243.19,0.8,31,10,2007,4,59,0.0
1213992,0.326,0.326,242.57,1.4,4,7,2009,18,36,0.0
331112,1.332,1.332,235.82,5.6,8,3,2007,15,56,17.0
556136,0.744,0.744,237.85,3.0,1,6,2008,22,20,2.0
663429,1.51,1.51,239.96,6.4,21,3,2008,10,33,18.0
184219,0.108,0.108,236.36,0.6,23,4,2007,15,43,0.0
314448,0.304,0.304,237.14,1.6,23,7,2007,2,12,1.0
1769269,0.354,0.354,238.9,1.6,28,4,2010,9,13,1.0
646530,0.408,0.408,240.6,1.8,3,9,2008,16,54,0.0
470058,0.23,0.23,243.7,1.0,11,8,2007,3,42,0.0
1964971,1.444,1.444,240.64,6.0,9,11,2010,6,55,18.0
1002878,1.416,1.416,239.6,5.8,11,12,2008,4,2,0.0
665671,1.422,1.422,241.53,5.8,22,3,2008,23,55,18.0
732313,0.986,0.986,240.09,4.0,5,8,2008,6,37,0.0
103516,0.224,0.224,245.31,1.0,26,2,2007,14,40,0.0
1730663,1.42,1.42,243.0,5.8,4,1,2010,13,47,18.0
264869,0.176,0.176,244.41,0.8,18,6,2007,15,53,0.0
339308,1.166,1.166,233.23499999999996,5.0,8,9,2007,8,32,17.0
1143423,0.372,0.372,240.14,1.6,17,2,2009,18,27,0.0
1963029,0.742,0.742,243.21,3.0,9,9,2010,22,33,1.0
1243413,0.48,0.48,242.07,2.2,28,4,2009,4,57,1.0
1854291,1.568,1.568,239.08,6.6,26,6,2010,10,15,20.0
653758,1.518,1.518,241.64,6.2,14,3,2008,17,22,22.0
1929706,0.728,0.728,238.69,3.4,17,8,2010,19,10,9.0
1383665,0.234,0.234,242.04,1.0,8,3,2009,14,29,1.0
282875,0.394,0.394,240.18,1.8,7,1,2007,3,59,2.0
1185630,0.218,0.218,244.11,0.8,19,3,2009,1,54,0.0
1735122,2.854,2.854,240.55,12.2,4,4,2010,16,6,18.0
1901928,0.342,0.342,240.14,1.6,29,7,2010,12,12,1.0
488444,1.83,1.83,240.09,7.6,20,11,2007,22,8,1.0
567737,0.6,0.6,244.31,3.2,14,1,2008,23,41,1.0
979709,0.378,0.378,241.04,1.6,27,10,2008,1,53,0.0
441301,0.346,0.346,239.46,1.4,19,10,2007,4,25,0.0
223849,0.324,0.324,234.94,1.4,21,5,2007,4,13,0.0
888599,0.08,0.08,240.43,0.2,24,8,2008,19,23,0.0
1468557,0.874,0.874,242.51,3.8,10,1,2009,13,21,11.0
1523114,3.347,3.347,236.29,13.9,11,8,2009,10,38,45.0
1414345,2.06,2.06,239.19,8.6,24,8,2009,21,49,20.0
338986,0.174,0.174,234.75,1.0,8,9,2007,3,10,0.0
1290742,0.322,0.322,242.28,1.6,31,5,2009,1,46,1.0
1251790,0.288,0.288,243.64,1.2,5,4,2009,0,34,0.0
638219,0.584,0.584,241.35,2.4,3,3,2008,22,23,0.0
447167,0.394,0.394,239.93,1.8,23,10,2007,6,11,0.0
1418127,0.26,0.26,240.37,1.2,27,8,2009,12,51,0.0
1783627,0.304,0.304,242.88,1.4,5,8,2010,8,31,1.0
974876,0.68,0.68,239.63,3.0,23,10,2008,17,20,1.0
284643,0.184,0.184,240.27,0.8,7,2,2007,9,27,1.0
156264,0.216,0.216,241.25,0.8,4,4,2007,5,48,0.0
2039177,0.366,0.366,245.95,1.6,11,1,2010,19,41,0.0
321269,1.362,1.362,235.64,6.8,27,7,2007,19,53,0.0
1688076,1.004,1.004,239.15,4.2,3,3,2010,0,0,2.0
371012,1.554,1.554,239.23,6.4,31,8,2007,8,56,20.0
1355250,1.678,1.678,241.97,6.8,14,7,2009,20,54,19.0
372370,0.112,0.112,240.38,0.4,9,1,2007,7,34,0.0
112647,1.406,1.406,242.75,5.8,3,4,2007,22,51,20.0
200985,0.272,0.272,236.8,1.4,5,5,2007,7,9,0.0
161640,3.347,3.347,238.45,13.9,4,7,2007,23,24,18.0
487743,1.284,1.284,240.36,5.2,20,11,2007,10,27,17.0
704181,0.26,0.26,245.99,1.0,18,4,2008,17,45,0.0
162142,0.304,0.304,242.08,1.2,4,8,2007,7,46,0.0
962330,0.372,0.372,242.37,1.6,15,10,2008,0,14,2.0
689662,1.348,1.348,243.06,5.4,4,8,2008,15,46,19.0
1347110,0.29,0.29,242.18,1.4,7,9,2009,5,14,0.0
668034,3.347,3.347,241.41,13.9,24,3,2008,15,18,45.0
1626511,0.258,0.258,247.27,1.0,19,1,2010,5,55,1.0
1070665,0.278,0.278,244.0,1.2,29,12,2008,5,49,0.0
1465021,0.304,0.304,241.75,1.6,29,9,2009,2,25,3.0
23555,0.47,0.47,242.08,2.0,1,2,2007,1,59,0.0
98565,0.39,0.39,240.5,1.6,23,2,2007,4,9,1.0
102872,0.216,0.216,241.0,0.8,26,2,2007,3,56,0.0
1425210,0.292,0.292,239.29,1.2,9,1,2009,10,54,1.0
315982,0.262,0.262,236.87,1.4,24,7,2007,3,46,0.0
691082,0.26,0.26,243.79,1.0,4,9,2008,15,26,1.0
570569,1.426,1.426,243.01,5.8,16,1,2008,22,53,0.0
338101,1.238,1.238,234.87,5.2,8,8,2007,12,25,17.0
937877,1.034,1.034,240.53,4.4,28,9,2008,0,41,1.0
1970880,1.25,1.25,237.61,5.2,15,9,2010,9,24,18.0
594616,3.347,3.347,242.22,13.9,2,2,2008,15,40,37.0
88438,0.682,0.682,248.12,3.2,16,2,2007,3,22,1.0
533444,0.304,0.304,246.24,1.2,22,12,2007,4,8,0.0
1251613,1.874,1.874,239.33,7.8,5,3,2009,21,37,5.0
339898,0.286,0.286,235.9,1.4,8,9,2007,18,22,0.0
1158355,0.438,0.438,244.92,2.0,28,2,2009,3,19,2.0
549586,1.332,1.332,238.87,5.6,1,2,2008,9,10,17.0
984906,0.636,0.636,245.48,3.0,30,10,2008,16,30,1.0
25004,0.254,0.254,246.49,1.2,1,3,2007,2,8,0.0
1936218,0.608,0.608,240.7980573828573,2.6,22,8,2010,7,42,1.0
819013,0.342,0.342,238.62,1.8,7,7,2008,11,37,2.0
611452,2.222,2.222,237.82,9.4,14,2,2008,8,16,18.0
66507,3.126,3.126,237.33,13.2,31,1,2007,21,51,17.0
1888001,0.162,0.162,243.26,0.6,19,7,2010,20,5,1.0
1497372,2.858,2.858,239.4,11.8,21,10,2009,13,36,39.0
490089,0.362,0.362,242.68,1.6,22,11,2007,1,33,0.0
1220831,0.614,0.614,242.58,3.0,4,12,2009,12,35,2.0
771030,0.308,0.308,236.37,1.4,6,4,2008,3,54,1.0
1645549,1.47,1.47,241.55,6.0,2,1,2010,11,13,19.0
379151,0.472,0.472,241.0,2.2,9,6,2007,0,35,4.0
727071,0.632,0.632,245.13,2.8,5,4,2008,15,15,1.0
419715,1.35,1.35,239.86,5.6,10,4,2007,4,39,18.0
592708,2.284,2.284,236.57,9.8,2,1,2008,7,52,17.0
1747949,1.474,1.474,244.7,6.0,13,4,2010,13,53,19.0
85859,1.922,1.922,239.48,8.0,14,2,2007,8,23,19.0
1095322,1.348,1.348,241.76,5.4,15,1,2009,8,46,18.0
255631,0.1,0.1,242.71,0.4,6,12,2007,5,55,0.0
842808,1.18,1.18,241.69,5.0,24,7,2008,0,12,14.0
1897507,0.162,0.162,238.64,0.6,26,7,2010,10,31,1.0
788136,0.346,0.346,239.29,1.8,16,6,2008,1,0,1.0
2067156,0.23,0.23,244.98,1.0,21,11,2010,6,0,0.0
1455241,0.658,0.658,242.96,2.8,22,9,2009,7,25,0.0
1297460,0.9,0.9,238.94,3.8,6,4,2009,17,44,12.0
1898228,2.414,2.414,239.93,10.0,26,7,2010,22,32,18.0
533197,0.324,0.324,248.26,1.4,22,12,2007,0,1,0.0
210378,0.36,0.36,235.37,2.0,5,11,2007,19,42,2.0
1972624,1.08,1.08,240.13,5.0,16,9,2010,14,28,13.0
1059152,0.23,0.23,244.31,1.0,21,12,2008,5,56,0.0
1836999,1.406,1.406,239.43,5.8,14,6,2010,10,3,19.0
1740475,1.81,1.81,239.05,7.8,4,8,2010,9,19,25.0
784637,2.626,2.626,237.48,11.2,13,6,2008,14,41,39.0
2065925,1.406,1.406,245.6,5.6,20,11,2010,9,29,19.0
1158797,1.334,1.334,240.29,5.4,28,2,2009,10,41,18.0
1996489,0.392,0.392,242.7,1.6,10,3,2010,4,13,2.0
858085,0.22,0.22,238.0,1.0,8,3,2008,14,49,2.0
835652,0.156,0.156,239.4,0.6,19,7,2008,0,56,1.0
1821474,1.272,1.272,242.12,5.2,6,3,2010,15,18,19.0
155646,3.347,3.347,233.23499999999996,13.9,4,3,2007,19,30,45.0
930339,1.012,1.012,241.45,4.4,22,9,2008,19,3,12.0
703902,1.68,1.68,240.77,7.0,18,4,2008,13,6,23.0
1683448,2.422,2.422,237.72,10.2,27,2,2010,18,52,21.0
1941622,0.174,0.174,241.04,0.8,26,8,2010,1,46,1.0
1535167,2.356,2.356,238.57,9.8,16,11,2009,19,31,19.0
1790099,0.63,0.63,241.47,2.6,5,12,2010,20,23,1.0
1579748,1.354,1.354,246.53,5.4,17,12,2009,18,32,1.0
124385,0.406,0.406,243.36,2.0,13,3,2007,2,29,1.0
882067,0.174,0.174,238.95,0.8,20,8,2008,6,31,1.0
1308804,0.406,0.406,241.01,1.8,6,12,2009,14,48,1.0
1618557,0.608,0.608,240.7980573828573,2.6,13,1,2010,17,21,1.0
724448,1.554,1.554,241.76,6.4,5,2,2008,19,32,19.0
478941,3.347,3.347,238.82,13.9,14,11,2007,7,45,18.0
452771,0.398,0.398,241.18,2.0,27,10,2007,3,35,0.0
967477,0.406,0.406,243.56,1.8,18,10,2008,14,1,0.0
85690,0.222,0.222,244.65,1.0,14,2,2007,5,34,0.0
2013636,0.976,0.976,242.83,4.2,15,10,2010,2,0,10.0
1266097,1.32,1.32,243.44,5.4,13,5,2009,23,1,1.0
1588591,1.388,1.388,241.87,5.6,23,12,2009,21,55,18.0
1320996,0.234,0.234,239.61,1.0,21,6,2009,2,0,0.0
983191,1.832,1.832,243.06,7.4,29,10,2008,11,55,18.0
631646,1.332,1.332,235.06,5.6,28,2,2008,8,50,17.0
1519407,3.347,3.347,234.32,13.9,11,5,2009,20,51,45.0
674824,2.056,2.056,239.13,8.6,29,3,2008,8,28,18.0
59362,1.838,1.838,241.72,7.6,26,1,2007,22,46,19.0
235458,0.336,0.336,238.05,1.4,29,5,2007,5,42,0.0
1087375,3.347,3.347,240.73,13.9,1,9,2009,20,19,39.0
1876085,0.548,0.548,240.69,2.4,7,11,2010,13,29,1.0
228663,0.4,0.4,234.75,1.8,24,5,2007,12,27,2.0
1524957,0.908,0.908,237.8,3.8,11,9,2009,17,21,2.0
1495232,0.354,0.354,242.96,1.4,20,10,2009,1,56,2.0
489152,2.114,2.114,237.56,8.8,21,11,2007,9,56,17.0
858326,0.518,0.518,233.57,2.8,8,3,2008,18,50,5.0
467639,2.896,2.896,236.37,12.4,11,6,2007,11,23,18.0
670688,2.874,2.874,239.32,12.8,26,3,2008,11,32,42.0
690743,1.38,1.38,239.42,5.8,4,9,2008,9,47,18.0
703886,2.842,2.842,238.28,12.0,18,4,2008,12,50,42.0
1991203,0.372,0.372,241.93,1.6,29,9,2010,12,7,1.0
1608572,1.142,1.142,243.39,4.8,1,6,2010,18,56,1.0
1013559,0.948,0.948,242.89,4.0,19,11,2008,14,3,0.0
450603,0.344,0.344,242.47,1.4,25,10,2007,15,27,0.0
1733816,1.43,1.43,242.14,5.8,4,3,2010,18,20,18.0
1441607,3.347,3.347,237.97,13.9,9,12,2009,20,11,45.0
1140696,1.542,1.542,239.86,6.4,15,2,2009,21,0,18.0
33729,0.426,0.426,243.94,1.8,1,9,2007,3,33,0.0
1623308,0.34,0.34,245.5,1.4,17,1,2010,0,32,2.0
716340,0.436,0.436,240.05,2.0,27,4,2008,4,24,2.0
354590,0.188,0.188,241.66,0.8,19,8,2007,23,14,0.0
833831,1.686,1.686,240.13,7.0,17,7,2008,18,35,20.0
1809154,0.336,0.336,239.97,1.6,26,5,2010,1,58,1.0
1826209,2.666,2.666,239.2,11.0,6,6,2010,22,13,18.0
854770,1.474,1.474,237.9,6.2,8,1,2008,7,34,18.0
1566647,0.484,0.484,248.555,2.0,12,8,2009,16,11,1.0
1639568,2.488,2.488,239.33,10.4,28,1,2010,7,32,22.0
864914,0.23,0.23,238.47,1.2,8,8,2008,8,38,2.0
1284510,0.284,0.284,233.23499999999996,1.2,26,5,2009,17,54,1.0
2041755,0.266,0.266,246.84,1.0,11,3,2010,14,39,1.0
1626807,1.562,1.562,243.29,6.4,19,1,2010,10,51,19.0
1204265,0.32,0.32,243.43,1.4,4,1,2009,0,29,0.0
118749,0.226,0.226,241.39,1.0,3,9,2007,4,33,0.0
1286199,2.242,2.242,233.23499999999996,9.6,27,5,2009,22,3,18.0
314719,1.21,1.21,235.21,5.0,23,7,2007,6,43,17.0
1001207,0.736,0.736,243.88,3.0,11,11,2008,0,11,1.0
1968001,0.32,0.32,240.8,1.6,13,9,2010,9,25,2.0
681745,0.288,0.288,241.71,1.2,4,3,2008,3,49,0.0
656394,1.492,1.492,237.6,6.2,16,3,2008,13,18,17.0
